komentar,rating,timestamp,sentimen,clean
saya sangat suka sekali,5,2026-04-17 11:14:53,positif,saya sangat suka sekali
sukses banget mudah dan cepat.....👍👍👍,5,2026-04-17 11:12:25,positif,sukses banget mudah dan cepat
aplikasi terbaik untuk belanja semua kebutuhan 🥰🥰🥰,5,2026-04-17 11:10:06,positif,aplikasi terbaik untuk belanja semua kebutuhan 
"Mantap, sangat membantu 🙏",5,2026-04-17 11:09:46,positif,mantap sangat membantu 
baik,5,2026-04-17 11:09:42,positif,baik
bagus banget tidak mengecewakan,5,2026-04-17 11:08:36,positif,bagus banget tidak mengecewakan
cocok barangnya cocok harganya,5,2026-04-17 11:08:00,positif,cocok barangnya cocok harganya
aplikasi keren,5,2026-04-17 11:07:51,positif,aplikasi keren
Bagus,5,2026-04-17 11:06:23,positif,bagus
mempermudah cari kebutuan rumah tangga.,4,2026-04-17 11:04:21,positif,mempermudah cari kebutuan rumah tangga
🙏👍tp kurirny suka ngomongin ak.. apa slah KLO ak suka belanja online.. JD males mau belanja online..,5,2026-04-17 11:00:55,positif,tp kurirny suka ngomongin ak apa slah klo ak suka belanja online jd males mau belanja online
"ngk nyesel nunggu lama, rasa nya ngk mengecewakan",5,2026-04-17 11:00:35,positif,ngk nyesel nunggu lama rasa nya ngk mengecewakan
"ok sekarang sudah mantap, dan banyak gratis ongkir nya, good job👍",5,2026-04-17 11:00:23,positif,ok sekarang sudah mantap dan banyak gratis ongkir nya good job
"pas di perjalanan cukup lama malah di cancel sama shoppe langsung emang aplikasi jelek, ga guna, dan uang nya ikut hangus, jangan download aplikasi ini, kalau tidak mau rugi, pas saya beli sesuatu lagi malah ngelag padahal sinyal masih berjalan emang aplikasi gila mana ongkir mahal, gratis ongkir palingan cuma 1-2 ribu",1,2026-04-17 10:59:37,negatif,pas di perjalanan cukup lama malah di cancel sama shoppe langsung emang aplikasi jelek ga guna dan uang nya ikut hangus jangan download aplikasi ini kalau tidak mau rugi pas saya beli sesuatu lagi malah ngelag padahal sinyal masih berjalan emang aplikasi gila mana ongkir mahal gratis ongkir palingan cuma  ribu
"pkkny aplikasi in bguss bngtt dehhhh,, ak bhkn ska skli berbelanja d aplikasi inii🫰🫰",5,2026-04-17 10:58:38,positif,pkkny aplikasi in bguss bngtt dehhhh ak bhkn ska skli berbelanja d aplikasi inii
terimakasih,5,2026-04-17 10:56:43,positif,terimakasih
sangat bagus,5,2026-04-17 10:55:53,positif,sangat bagus
kadang2 ketik search muncul nike padahal gua ga ketik itu bos,1,2026-04-17 10:55:33,negatif,kadang ketik search muncul nike padahal gua ga ketik itu bos
memudahkan berbelanja,5,2026-04-17 10:53:03,positif,memudahkan berbelanja
shopee sangat membantu,5,2026-04-17 10:47:17,positif,shopee sangat membantu
bagus banget aku suka belanja,2,2026-04-17 10:43:16,negatif,bagus banget aku suka belanja
bagus,5,2026-04-17 10:42:29,positif,bagus
"Bagus banget sih mantep banget, tapi kalau di pesan akun terblokir",5,2026-04-17 10:42:15,positif,bagus banget sih mantep banget tapi kalau di pesan akun terblokir
"malas sama shopee sekarang pengembalian barang jadi sulit, kalau gini caranya gimana orang yang bener-bener dapat gak sesuai return nya coba, ribet gini",1,2026-04-17 10:42:08,negatif,malas sama shopee sekarang pengembalian barang jadi sulit kalau gini caranya gimana orang yang benerbener dapat gak sesuai return nya coba ribet gini
good,5,2026-04-17 10:42:04,positif,good
"Shopee selama ini bener² sangat membantu blnja online ku ,aman dan terpercaya",5,2026-04-17 10:41:50,positif,shopee selama ini bener sangat membantu blnja online ku aman dan terpercaya
aplikasi ini enak banget di pake buat pesan online,5,2026-04-17 10:40:15,positif,aplikasi ini enak banget di pake buat pesan online
bagus..free ongkir..walaupun ketat juga,5,2026-04-17 10:39:14,positif,bagusfree ongkirwalaupun ketat juga
sangat membantu,5,2026-04-17 10:38:58,positif,sangat membantu
"Pengiriman lambat selalu melewati waktu estimasi, dan kadang pengiriman di tunda sampai gagal pengiriman, barang kembali kepada penjual lagi setelah sekian lama saya nunggu Kecewa banget sama SPX Shopee ini. Cht cs shopee pun percuma tidak ada hasil seperti masalah yg kemarin.",1,2026-04-17 10:35:54,negatif,pengiriman lambat selalu melewati waktu estimasi dan kadang pengiriman di tunda sampai gagal pengiriman barang kembali kepada penjual lagi setelah sekian lama saya nunggu kecewa banget sama spx shopee ini cht cs shopee pun percuma tidak ada hasil seperti masalah yg kemarin
"kasih tiga bintang dulu soal nya takut ngk di antar lagi pesanannya dasar kurir ngk bertanggung jawab,dan juga ngk bisa cod lagi padahal ngk pernah retur",3,2026-04-17 10:33:41,netral,kasih tiga bintang dulu soal nya takut ngk di antar lagi pesanannya dasar kurir ngk bertanggung jawabdan juga ngk bisa cod lagi padahal ngk pernah retur
terlalu lambat di pengiriman,1,2026-04-17 10:32:32,negatif,terlalu lambat di pengiriman
sangat membatu,4,2026-04-17 10:30:16,positif,sangat membatu
belanja d shopee mudah amanah,5,2026-04-17 10:29:19,positif,belanja d shopee mudah amanah
good pokonamah,5,2026-04-17 10:28:27,positif,good pokonamah
"saya bayar langganan spotify lwt Shopee pay tapi pembayaran gagal cuma kok saldo Shopee pay saya tidak kembali lagi tlg gmn ini, udh dpt balasan email kalo pembayaran berhasil tapi spotify saya msh ada info pembayaran gagal dan saldo Shopee pay gk kembali 😪😞",3,2026-04-17 10:28:20,netral,saya bayar langganan spotify lwt shopee pay tapi pembayaran gagal cuma kok saldo shopee pay saya tidak kembali lagi tlg gmn ini udh dpt balasan email kalo pembayaran berhasil tapi spotify saya msh ada info pembayaran gagal dan saldo shopee pay gk kembali 
"pesanan sesuai dengan keinginan,jasa pengiriman tepat waktu dan toko sangat amanah.",5,2026-04-17 10:25:36,positif,pesanan sesuai dengan keinginanjasa pengiriman tepat waktu dan toko sangat amanah
aplikasi ny bagus .. TAPI sekarang kalo beli kuota itu d batasi g bisa lebih dari 3x tidak seperti duluu .. sedikit kecewa si,2,2026-04-17 10:25:17,negatif,aplikasi ny bagus  tapi sekarang kalo beli kuota itu d batasi g bisa lebih dari x tidak seperti duluu  sedikit kecewa si
"sangat simpel dan membantu bagi penggunanya. Sayang sering trobel terlalu banyak iklan yg gak begitu penting buang saja fitur2 recehan, yg tidak penting, agar tidak sering error..",5,2026-04-17 10:24:48,positif,sangat simpel dan membantu bagi penggunanya sayang sering trobel terlalu banyak iklan yg gak begitu penting buang saja fitur recehan yg tidak penting agar tidak sering error
sangat bagus untuk dijadikan tempat perbelanjaan,5,2026-04-17 10:24:09,positif,sangat bagus untuk dijadikan tempat perbelanjaan
mantap,5,2026-04-17 10:22:23,positif,mantap
bagus,5,2026-04-17 10:19:52,positif,bagus
"Cara mudah belanja online, ya shopee jwaban nya.",5,2026-04-17 10:19:43,positif,cara mudah belanja online ya shopee jwaban nya
bagus,5,2026-04-17 10:18:44,positif,bagus
sementara aplikasi e-commerce ini msh yg terbaik se Indonesia,5,2026-04-17 10:17:47,positif,sementara aplikasi ecommerce ini msh yg terbaik se indonesia
mantap,5,2026-04-17 10:16:49,positif,mantap
semuanya baik semoga sopi selalu Amanah dan bicaksana.... setia dalam melayani INDONESI bahkan duina,5,2026-04-17 10:13:13,positif,semuanya baik semoga sopi selalu amanah dan bicaksana setia dalam melayani indonesi bahkan duina
terpecaya,5,2026-04-17 10:11:01,positif,terpecaya
"Aplikasi paling bagus menurutku diantara aplikasi lain,🥰😘👍👍aku pengguna lama aplikasi shopee nih sangat terbantu, cuma bisa ngucapin terima kasih banyak sama yang ciptakan aplikasi nih👍👍👍",5,2026-04-17 10:09:47,positif,aplikasi paling bagus menurutku diantara aplikasi lainaku pengguna lama aplikasi shopee nih sangat terbantu cuma bisa ngucapin terima kasih banyak sama yang ciptakan aplikasi nih
bagus,4,2026-04-17 10:09:27,positif,bagus
aplikasi sngt bagus,5,2026-04-17 10:09:15,positif,aplikasi sngt bagus
aplikasi ini sangat bagus sekali untuk belanja online murah,5,2026-04-17 10:08:44,positif,aplikasi ini sangat bagus sekali untuk belanja online murah
bagus,5,2026-04-17 10:05:23,positif,bagus
"pengiriman lama kayak t4i,hampir sebulan paket belum datang",1,2026-04-17 10:04:47,negatif,pengiriman lama kayak tihampir sebulan paket belum datang
aplikasi bagus.enak buat belanja,5,2026-04-17 10:04:31,positif,aplikasi bagusenak buat belanja
ok,5,2026-04-17 10:03:51,positif,ok
shopee mantap go go shopee,5,2026-04-17 10:03:31,positif,shopee mantap go go shopee
"bahan nya bgus cantik..,,",5,2026-04-17 10:01:43,positif,bahan nya bgus cantik
ok,5,2026-04-17 10:00:18,positif,ok
"shopee penipu, barang yang saya beli rusak, saya ajukan pengembalian barang malah ditolak, saya sudah kirim video barang dan bukti malah pengajuan ditolak uang saya gak kembali, jangan mau belanja di shopee banyak penipunya!!!",1,2026-04-17 09:59:53,negatif,shopee penipu barang yang saya beli rusak saya ajukan pengembalian barang malah ditolak saya sudah kirim video barang dan bukti malah pengajuan ditolak uang saya gak kembali jangan mau belanja di shopee banyak penipunya
ganggu bgtt iklan nya dimana padahal udah jadi aplikasi besar masih aja iklannya banyak dimana,1,2026-04-17 09:59:00,negatif,ganggu bgtt iklan nya dimana padahal udah jadi aplikasi besar masih aja iklannya banyak dimana
"ketika pengiriman pakai SPX standart berharap cepat tiba,karena barang penting yg mau di gunakan. ternyata jadwal kirim dan tiba paketnya sama saja dengan pengiriman gratis ongkir.paket sudah tiba di kota tujuan dari tgl 14 sampai hari ini belum diantar ke alamat..",2,2026-04-17 09:56:09,negatif,ketika pengiriman pakai spx standart berharap cepat tibakarena barang penting yg mau di gunakan ternyata jadwal kirim dan tiba paketnya sama saja dengan pengiriman gratis ongkirpaket sudah tiba di kota tujuan dari tgl  sampai hari ini belum diantar ke alamat
pengiriman lama,1,2026-04-17 09:56:01,negatif,pengiriman lama
saya tidak nyaman dengan video yang langsung play di saat membuka aplikasi,2,2026-04-17 09:55:17,negatif,saya tidak nyaman dengan video yang langsung play di saat membuka aplikasi
sesuai,5,2026-04-17 09:54:37,positif,sesuai
𝒔𝒂𝒚𝒂𝒂 𝒎𝒂𝒖 𝒃𝒂𝒉𝒂𝒚𝒂𝒂 𝒅𝒊𝒔𝒌𝒐𝒏𝒏,5,2026-04-17 09:54:35,positif,   
jika menagih pinjaman jangan keluar kontak darurat...,1,2026-04-17 09:53:19,negatif,jika menagih pinjaman jangan keluar kontak darurat
"Shope makin ke sini makin kacaw semua serba AI,sistem pun pake AI yang akhirnya sistem nya jadi bobrok banyak seller nakal, argo driver yang ga masuk akal, complain dari costumer yang di tanggapi oleh AI dan berakhir masalah yang tak terselesaikan,pesan saya hanya satu,bebenah sebelum punah",1,2026-04-17 09:52:18,negatif,shope makin ke sini makin kacaw semua serba aisistem pun pake ai yang akhirnya sistem nya jadi bobrok banyak seller nakal argo driver yang ga masuk akal complain dari costumer yang di tanggapi oleh ai dan berakhir masalah yang tak terselesaikanpesan saya hanya satubebenah sebelum punah
cepat tepat terpercaya,5,2026-04-17 09:52:09,positif,cepat tepat terpercaya
terbaik,5,2026-04-17 09:51:39,positif,terbaik
𝘴𝘩𝘰𝘱𝘦𝘦 𝘵𝘦𝘵𝘢𝘱 𝘺𝘨 𝘵𝘦𝘳𝘣𝘢𝘪𝘬 𝘥𝘪 𝘐𝘯𝘥𝘰𝘯𝘦𝘴𝘪𝘬𝘢𝘳𝘦𝘯𝘢 𝘮𝘶𝘳𝘢𝘩 𝘴𝘦𝘳𝘵𝘢 𝘰𝘯𝘨𝘬𝘪𝘳 𝘣𝘢𝘯𝘺𝘢𝘬 𝘨𝘳𝘢𝘵𝘪𝘴𝘯𝘺𝘢 𝘣𝘦𝘥𝘢 𝘥𝘦𝘯𝘨𝘢𝘯 𝘺𝘨 𝘭𝘢𝘪𝘯𝘯𝘺𝘢 𝘴𝘭𝘢𝘭𝘶 𝘱𝘢𝘬𝘢𝘪 𝘰𝘯𝘨𝘬𝘪𝘳... 𝘱𝘰𝘬𝘰𝘬𝘯𝘺𝘢 𝘴𝘩𝘰𝘱𝘦𝘦 𝘵𝘰𝘱 𝘭𝘢𝘩.. 👍👍👍👍👍,5,2026-04-17 09:51:18,positif,                      
"risi bngt tiap mau milih produk mesti aktifkan gps, apa apaan. ribet udah kaya aplikasi ojol aja wajib gps",1,2026-04-17 09:50:31,negatif,risi bngt tiap mau milih produk mesti aktifkan gps apa apaan ribet udah kaya aplikasi ojol aja wajib gps
"mohon dibantu sudah berapa Tahun aman kok , sebulan ini beberapa x check out kok tetap tidak bisa . mohon dikoreksi",4,2026-04-17 09:49:48,positif,mohon dibantu sudah berapa tahun aman kok  sebulan ini beberapa x check out kok tetap tidak bisa  mohon dikoreksi
good,5,2026-04-17 09:48:44,positif,good
barang bagus pengiriman cepat,5,2026-04-17 09:46:44,positif,barang bagus pengiriman cepat
gak bisa cod jirrr,1,2026-04-17 09:45:49,negatif,gak bisa cod jirrr
aq sangat suka dengan shopee,5,2026-04-17 09:44:28,positif,aq sangat suka dengan shopee
semoga lebih baik lagi,5,2026-04-17 09:42:55,positif,semoga lebih baik lagi
"aplikasinya bagus tapi tolong iklannya dikurangin, masa udah pencet tanda X masuk ke shopee mulu. Kesannya kaya maksa, udah mah ya iklannya muncul berkali kali. walaupun tujuannya untuk liat promo juga gak gitu juga caranya, 1 iklan bisa 3 kali mencet X kalo salah pencet langsung ke apknya",2,2026-04-17 09:42:37,negatif,aplikasinya bagus tapi tolong iklannya dikurangin masa udah pencet tanda x masuk ke shopee mulu kesannya kaya maksa udah mah ya iklannya muncul berkali kali walaupun tujuannya untuk liat promo juga gak gitu juga caranya  iklan bisa  kali mencet x kalo salah pencet langsung ke apknya
karena aku tidak bisa memakai,3,2026-04-17 09:38:54,netral,karena aku tidak bisa memakai
Belanja di shoppe adalah belanja online terbaik Krn terjamin,5,2026-04-17 09:36:53,positif,belanja di shoppe adalah belanja online terbaik krn terjamin
sukses selalu shopee,5,2026-04-17 09:34:16,positif,sukses selalu shopee
terbaik,5,2026-04-17 09:32:06,positif,terbaik
terlalu banyak barang yang terbengkalai. lama pengiriman oleh SPX !!!,2,2026-04-17 09:28:27,negatif,terlalu banyak barang yang terbengkalai lama pengiriman oleh spx 
"Sebenar nya aplikasi nya bagus memudahkan belanja,tapi sayang nya jasa kirim nya sekarang lama bgt,dulu paling lama 7-9 hari ke kaltim,sekarang 13 hari belum datang"" status masih diproses",2,2026-04-17 09:25:51,negatif,sebenar nya aplikasi nya bagus memudahkan belanjatapi sayang nya jasa kirim nya sekarang lama bgtdulu paling lama  hari ke kaltimsekarang  hari belum datang status masih diproses
tingkatkan mutu pelayanan,5,2026-04-17 09:23:40,positif,tingkatkan mutu pelayanan
suka karena ini bisa menjadi media berjualan bagi orang yg sedang merintis.tetap semangat dlm berjualan dan pantang menyerah kawan😁,5,2026-04-17 09:20:32,positif,suka karena ini bisa menjadi media berjualan bagi orang yg sedang merintistetap semangat dlm berjualan dan pantang menyerah kawan
sering tiba-tiba pindah ke shopee saat sedang di aplikasi lain,1,2026-04-17 09:20:21,negatif,sering tibatiba pindah ke shopee saat sedang di aplikasi lain
sangat memuaskan,5,2026-04-17 09:17:34,positif,sangat memuaskan
mantaf,5,2026-04-17 09:17:10,positif,mantaf
aplikasi gampang digunakan dan sinple,5,2026-04-17 09:16:32,positif,aplikasi gampang digunakan dan sinple
sangat puas belanja di shopee,5,2026-04-17 09:08:04,positif,sangat puas belanja di shopee
Bagus,4,2026-04-17 09:07:55,positif,bagus
bagus,5,2026-04-17 09:07:42,positif,bagus
"shoope tolol, baru download mau gunain voucher pengguna pertama dapet harga murah masa mau di blokir ga jelassss",1,2026-04-17 09:07:30,negatif,shoope tolol baru download mau gunain voucher pengguna pertama dapet harga murah masa mau di blokir ga jelassss
siiiip,4,2026-04-17 09:06:08,positif,siiiip
aplikasi belanja onlen paling top 👍😊,5,2026-04-17 09:05:53,positif,aplikasi belanja onlen paling top 
bagus,5,2026-04-17 09:05:38,positif,bagus
mantab..!!!,5,2026-04-17 09:04:11,positif,mantab
mantap👍👍👍,5,2026-04-17 09:04:03,positif,mantap
sangat memuaskan,5,2026-04-17 09:02:36,positif,sangat memuaskan
Tolong bug erornya ketika lagi seach produk diarahkan ke Shopee video tolong benerin biar ga ngaco,1,2026-04-17 09:02:05,negatif,tolong bug erornya ketika lagi seach produk diarahkan ke shopee video tolong benerin biar ga ngaco
belanja di shope mmg mencemaskan maraknya pesanan tdk sesuai diskripsi. laen ditoko ini memuaskan,5,2026-04-17 09:01:51,positif,belanja di shope mmg mencemaskan maraknya pesanan tdk sesuai diskripsi laen ditoko ini memuaskan
baik,5,2026-04-17 09:00:38,positif,baik
apk pemesan barang terbaikk!!,5,2026-04-17 08:57:54,positif,apk pemesan barang terbaikk
parah gak bisa pakai paylater sama spinjam knapa?,1,2026-04-17 08:56:02,negatif,parah gak bisa pakai paylater sama spinjam knapa
eror lgi ck nyebelin bngt🙄,1,2026-04-17 08:55:18,negatif,eror lgi ck nyebelin bngt
ok,5,2026-04-17 08:53:02,positif,ok
Good,5,2026-04-17 08:51:56,positif,good
"harga smkin gak sesuai dgn yg tertera, ketika mau pembayaran!!!",1,2026-04-17 08:51:01,negatif,harga smkin gak sesuai dgn yg tertera ketika mau pembayaran
uninstal aj nih apk kaya anj maksa masuk keshopee 👎🏿,1,2026-04-17 08:48:20,negatif,uninstal aj nih apk kaya anj maksa masuk keshopee 
"sedikit hal aneh, barang yang dipesan dgn estimasi maksimal 4 hari karena dalam satu pulau mengapa harus dibawa ke Jakarta / transit diluar pulau dulu yang merubah estimasi awal maksimal 4 hari menjadi 8 hari",2,2026-04-17 08:48:06,negatif,sedikit hal aneh barang yang dipesan dgn estimasi maksimal  hari karena dalam satu pulau mengapa harus dibawa ke jakarta  transit diluar pulau dulu yang merubah estimasi awal maksimal  hari menjadi  hari
good,5,2026-04-17 08:43:41,positif,good
baguss,5,2026-04-17 08:43:36,positif,baguss
topppp,5,2026-04-17 08:41:48,positif,topppp
barang sesuai . bagus,5,2026-04-17 08:40:47,positif,barang sesuai  bagus
sangat memuaskan belanja di shopee,5,2026-04-17 08:37:57,positif,sangat memuaskan belanja di shopee
luar biasa,4,2026-04-17 08:35:18,positif,luar biasa
"Tolong lah forum diskusi soal pengembalian barang diperjelas, bukti bukti udah dikasih tapi cs gak kunjung gerak udah lewat dari tanggal paling lambat, apa? nunggu bukti dari penjual ya ga bakal gerak lah orang penjual nya penipu.",1,2026-04-17 08:32:39,negatif,tolong lah forum diskusi soal pengembalian barang diperjelas bukti bukti udah dikasih tapi cs gak kunjung gerak udah lewat dari tanggal paling lambat apa nunggu bukti dari penjual ya ga bakal gerak lah orang penjual nya penipu
shoppe Terbaik❤❤❤,5,2026-04-17 08:30:33,positif,shoppe terbaik
sangat baik,5,2026-04-17 08:30:25,positif,sangat baik
"tempat blnja termurah dan bgsss""",5,2026-04-17 08:29:27,positif,tempat blnja termurah dan bgsss
"bagus apknya tapi kebanyakan iklan, ganggu banget apalagi kalo baru main game tiba tiba iklan terus gamenya ke close, lu ganggu jing",1,2026-04-17 08:28:54,negatif,bagus apknya tapi kebanyakan iklan ganggu banget apalagi kalo baru main game tiba tiba iklan terus gamenya ke close lu ganggu jing
sangat memuaskan,5,2026-04-17 08:26:11,positif,sangat memuaskan
bgus,5,2026-04-17 08:26:07,positif,bgus
bagus aplikasinya sangat membantu bagi kaum yg mageran mau belanja diluar😊,5,2026-04-17 08:26:06,positif,bagus aplikasinya sangat membantu bagi kaum yg mageran mau belanja diluar
Saya suka dengan shopee itu udah lama banget ya dalam menangani refund barang itu shopee the best deh saya puas banget cuma sayang untuk pengumpulan koin sekarang malah makin sedikit hanya 10 koin dalam 1 ulasan dan banyak yang tidak ada koin juga,5,2026-04-17 08:26:01,positif,saya suka dengan shopee itu udah lama banget ya dalam menangani refund barang itu shopee the best deh saya puas banget cuma sayang untuk pengumpulan koin sekarang malah makin sedikit hanya  koin dalam  ulasan dan banyak yang tidak ada koin juga
🤝👍,5,2026-04-17 08:24:44,positif,
Kebijakan Shopee merugikan Pembeli... masa barang pesanan sy udah mandek 2 mgg di gudang Shopee.. tiba2 dibatalkan Shopee.. trus Shopee ga mau ganti rugi akan adanya kenaikan hrg dr barang yg sama... janji mau berikan voucher.. tiba2 besok nya kebijakan nya di hapus.. ngeriiiii ya.. Shopee menjadi e-commerce Penipuan... hati - hati kalau mau belanja dishopee,1,2026-04-17 08:23:09,negatif,kebijakan shopee merugikan pembeli masa barang pesanan sy udah mandek  mgg di gudang shopee tiba dibatalkan shopee trus shopee ga mau ganti rugi akan adanya kenaikan hrg dr barang yg sama janji mau berikan voucher tiba besok nya kebijakan nya di hapus ngeriiiii ya shopee menjadi ecommerce penipuan hati  hati kalau mau belanja dishopee
sangat membantu sekali ni app,5,2026-04-17 08:19:26,positif,sangat membantu sekali ni app
"suka nyemak dimana mana, sangat sangat menggangu. jd kek menjajah aplikasi lain, krna orang jd males buka aplikasi yg ada iklan shopee nya",1,2026-04-17 08:19:17,negatif,suka nyemak dimana mana sangat sangat menggangu jd kek menjajah aplikasi lain krna orang jd males buka aplikasi yg ada iklan shopee nya
Terbaik,5,2026-04-17 08:18:05,positif,terbaik
terbaik,5,2026-04-17 08:18:01,positif,terbaik
mantap,5,2026-04-17 08:13:16,positif,mantap
woy spx masuk jam 1 pagi gua lagi ngalong food gila toko mana yg buka sopi. sistem bobrok. gak bisa kenal waktu dan batas waktu sistem minim banget,1,2026-04-17 08:10:51,negatif,woy spx masuk jam  pagi gua lagi ngalong food gila toko mana yg buka sopi sistem bobrok gak bisa kenal waktu dan batas waktu sistem minim banget
shopy tolong jelaskan kenapa kalau beli di shopy kok harus byr pakai Vocer. ga sesuai harga awal.,3,2026-04-17 08:10:23,netral,shopy tolong jelaskan kenapa kalau beli di shopy kok harus byr pakai vocer ga sesuai harga awal
buruk,1,2026-04-17 08:05:46,negatif,buruk
Oke,4,2026-04-17 08:04:55,positif,oke
mantaap,5,2026-04-17 08:02:05,positif,mantaap
"sudah bertahun-tahun saya memakai aplikasi Shopee,, seneng sih belanja jadi g kemana mana",5,2026-04-17 08:01:14,positif,sudah bertahuntahun saya memakai aplikasi shopee seneng sih belanja jadi g kemana mana
selalu pake shopee aman aman aj.kurir nya tepat waktu,5,2026-04-17 07:59:44,positif,selalu pake shopee aman aman ajkurir nya tepat waktu
lebih mudah cari barang yg dibutuhkan,5,2026-04-17 07:57:03,positif,lebih mudah cari barang yg dibutuhkan
Baik,5,2026-04-17 07:56:06,positif,baik
mantabbb...👍,5,2026-04-17 07:55:32,positif,mantabbb
mantap,5,2026-04-17 07:54:12,positif,mantap
nyaman&aman blanja di Shopee,5,2026-04-17 07:52:10,positif,nyamanaman blanja di shopee
ganggu banget iklan nya,1,2026-04-17 07:51:25,negatif,ganggu banget iklan nya
memenuhi semua kebutuhan,5,2026-04-17 07:36:18,positif,memenuhi semua kebutuhan
oke,5,2026-04-17 07:29:22,positif,oke
hrg murah pengiiman ok,5,2026-04-17 07:26:40,positif,hrg murah pengiiman ok
sangatt bagu,5,2026-04-17 07:26:36,positif,sangatt bagu
"ko gini gini ya, dulu2 ga gini, pesanan saya di batalkan oleh sopee, karena toko ga kunjung menyerahkan pesanan saya, namun kok dananya baliknya cm 30% wah wah",4,2026-04-17 07:22:59,positif,ko gini gini ya dulu ga gini pesanan saya di batalkan oleh sopee karena toko ga kunjung menyerahkan pesanan saya namun kok dananya baliknya cm  wah wah
"Saya apresiasi atas semua pelayanan Shopee, tapi saya minta tolong... betul- betul, janganlah munculin iklan terlalu serakah, contohnya klo kita mau download apa"", tiba"" ke-skip gara"" diarahkan ke Shopee, mau download ini, munculnya Shopee, mau ini itu yg muncul kepencet iklan Shopee.. terlalu bnyk lah, iklannya itu. tolong lah jangan serakah iklan. ngk gitu juga lah",3,2026-04-17 07:17:27,netral,saya apresiasi atas semua pelayanan shopee tapi saya minta tolong betul betul janganlah munculin iklan terlalu serakah contohnya klo kita mau download apa tiba keskip gara diarahkan ke shopee mau download ini munculnya shopee mau ini itu yg muncul kepencet iklan shopee terlalu bnyk lah iklannya itu tolong lah jangan serakah iklan ngk gitu juga lah
pokok nya keren deh aplikasi shopee ini,5,2026-04-17 07:16:37,positif,pokok nya keren deh aplikasi shopee ini
"mau tanya apakah perlakuan sudah bayar dengan cod sama ya ,mustinya berbeda lebih cepat sampai yg cash",4,2026-04-17 07:11:52,positif,mau tanya apakah perlakuan sudah bayar dengan cod sama ya mustinya berbeda lebih cepat sampai yg cash
sangat baik untuk barang nya,5,2026-04-17 07:11:45,positif,sangat baik untuk barang nya
mantap lah pokoknya Shopee nihh,5,2026-04-17 07:11:43,positif,mantap lah pokoknya shopee nihh
bagus sekali,5,2026-04-17 07:07:22,positif,bagus sekali
mantap,5,2026-04-17 07:02:03,positif,mantap
ok,4,2026-04-17 07:01:25,positif,ok
"untuk pembelanjaan ok. tapi untuk expedisi nya sangat telat, terus melonjak dari tanggal sekian menjadi sekian bahkan lewat dari tanggal jatuh tempo nya. tolong di kroscek lagi untuk expedisi nya",1,2026-04-17 07:00:42,negatif,untuk pembelanjaan ok tapi untuk expedisi nya sangat telat terus melonjak dari tanggal sekian menjadi sekian bahkan lewat dari tanggal jatuh tempo nya tolong di kroscek lagi untuk expedisi nya
serunya ji,5,2026-04-17 06:56:03,positif,serunya ji
"udah lama banget eneg sama iklan produk cushion sama lippie merk tertentu yg aduh (menurutku) mengganggu. tapi sekarang iklannya dah ganti Lyodra, okelah bisa diterima.",4,2026-04-17 06:54:03,positif,udah lama banget eneg sama iklan produk cushion sama lippie merk tertentu yg aduh menurutku mengganggu tapi sekarang iklannya dah ganti lyodra okelah bisa diterima
"shopping bagus tapi saya kecewa sama tukang kurirnya pada hal barang sudah sampai tetapi tidak telpon saya malah main di batalkan saja, mentang mentang cod main di batalkan,makin lama jdi saya kecewa sama tukang kurirnya",1,2026-04-17 06:53:07,negatif,shopping bagus tapi saya kecewa sama tukang kurirnya pada hal barang sudah sampai tetapi tidak telpon saya malah main di batalkan saja mentang mentang cod main di batalkanmakin lama jdi saya kecewa sama tukang kurirnya
amanah,5,2026-04-17 06:52:27,positif,amanah
"layanan baik, Hanya saja aplikasi lemot padahal sinyal WiFi bagus tolong di perbaiki untuk kualitas nya agar kami tidak berpindah toko",5,2026-04-17 06:51:14,positif,layanan baik hanya saja aplikasi lemot padahal sinyal wifi bagus tolong di perbaiki untuk kualitas nya agar kami tidak berpindah toko
shoope tempat jual beli yg terpercaya mantap,5,2026-04-17 06:50:14,positif,shoope tempat jual beli yg terpercaya mantap
cuma minusnya kurir bagian madura aja sering di retur tanpa pengetahuan si penerima🙏🏻,5,2026-04-17 06:48:35,positif,cuma minusnya kurir bagian madura aja sering di retur tanpa pengetahuan si penerima
saya tidak bisa melakukan pembayaran melalui transfer bank.kira2 kenapa?,2,2026-04-17 06:46:20,negatif,saya tidak bisa melakukan pembayaran melalui transfer bankkira kenapa
Mantappp!!!!,5,2026-04-17 06:44:50,positif,mantappp
sangat baik,5,2026-04-17 06:42:05,positif,sangat baik
makin kesini makin aneh dah pengirimanya,2,2026-04-17 06:37:09,negatif,makin kesini makin aneh dah pengirimanya
shopee emang jossss,5,2026-04-17 06:33:47,positif,shopee emang jossss
kocak,1,2026-04-17 06:29:12,negatif,kocak
barang ny sesuai dengan pesanan,5,2026-04-17 06:25:42,positif,barang ny sesuai dengan pesanan
terus murah,5,2026-04-17 06:23:58,positif,terus murah
ada kendala paket hubungi saja kami,5,2026-04-17 06:22:40,positif,ada kendala paket hubungi saja kami
